y_true,y_pred_xgb,error_xgb
7.75,7.525144,0.22485589981079102
8.0,7.0260587,0.9739413261413574
7.0,7.0009933,-0.0009932518005371094
7.2,6.3503165,0.8496834754943849
7.2,7.0691094,0.13089056015014666
7.25,6.99538,0.2546200752258301
7.0,6.974466,0.02553415298461914
7.8,7.2109747,0.58902530670166
6.2,6.9747496,-0.7747495651245115
6.25,6.961698,-0.711698055267334
6.6,6.429496,0.1705041885375973
7.6,7.703945,-0.10394515991210973
7.0,7.475191,-0.4751911163330078
7.5,7.432459,0.06754112243652344
7.5,7.686732,-0.18673181533813477
7.0,6.858661,0.14133882522583008
8.0,7.435194,0.5648059844970703
8.4,6.985612,1.4143880844116214
7.6,7.1672597,0.4327403068542477
7.5,7.2231846,0.27681541442871094
7.8,6.8964963,0.9035037040710447
7.5,6.925211,0.5747890472412109
5.4,5.541833,-0.1418329238891598
6.0,6.510455,-0.5104551315307617
8.0,6.9553094,1.0446906089782715
7.0,6.110476,0.889523983001709
8.8,7.6104016,1.1895983695983894
8.0,7.243929,0.7560710906982422
6.2,6.9786496,-0.7786496162414549
6.75,6.9291973,-0.1791973114013672
8.0,7.1272235,0.8727765083312988
7.75,7.0727687,0.6772313117980957
7.0,6.9596753,0.04032468795776367
7.5,7.4759583,0.02404165267944336
7.6,6.917148,0.6828518867492672
7.0,6.7689247,0.23107528686523438
8.0,6.8200116,1.1799883842468262
9.333333333333334,7.61972,1.7136133511861171
8.0,7.3094983,0.6905016899108887
6.0,7.29106,-1.291059970855713
7.8,7.3283653,0.47163467407226545
7.0,6.9694996,0.030500411987304688
7.5,7.628258,-0.12825822830200195
7.6,7.399518,0.20048198699951136
7.5,7.517765,-0.017765045166015625
7.6,7.272964,0.32703599929809535
7.4,7.5512996,-0.15129957199096644
7.2,7.236042,-0.03604202270507795
6.0,5.707417,0.29258298873901367
6.0,5.9348426,0.06515741348266602
6.25,7.560512,-1.3105120658874512
6.0,6.5921926,-0.5921926498413086
8.0,7.3296885,0.670311450958252
7.666666666666667,7.517723,0.1489435831705732
7.0,6.728921,0.27107906341552734
7.2,6.887286,0.31271381378173846
7.2,7.546332,-0.34633188247680646
6.333333333333333,7.3899884,-1.0566550890604658
6.8,6.9283605,-0.12836046218872088
7.0,7.340301,-0.3403010368347168
7.0,7.4065337,-0.40653371810913086
7.4,7.044249,0.35575094223022496
7.8,7.544173,0.25582723617553693
8.0,7.5884376,0.411562442779541
7.25,7.50034,-0.25033998489379883
6.5,6.4769454,0.02305459976196289
7.8,7.676177,0.12382297515869123
7.4,7.0325785,0.36742153167724645
7.0,7.3441286,-0.3441286087036133
6.2,7.371264,-1.1712639808654783
7.6,7.206102,0.39389810562133754
7.0,7.679861,-0.6798610687255859
7.0,7.0880284,-0.0880284309387207
6.75,7.125334,-0.3753337860107422
6.75,5.799357,0.9506430625915527
5.8,5.994326,-0.1943261146545412
6.6,6.761147,-0.1611470222473148
6.6,5.988823,0.6111770629882809
8.166666666666666,7.4738536,0.692813078562418
7.444444444444445,7.221409,0.22303560045030402
7.0,6.9418035,0.0581965446472168
8.0,6.9721155,1.0278844833374023
6.75,7.28682,-0.5368199348449707
6.4,6.8067875,-0.4067874908447262
6.8,6.8642244,-0.06422443389892596
7.6,7.2087803,0.3912197113037106
6.8,6.9412956,-0.14129562377929705
7.2,7.137737,0.062263202667236506
8.0,7.398333,0.6016669273376465
7.8,7.6073513,0.19264869689941388
7.5,7.0715017,0.4284982681274414
7.0,6.9639635,0.03603649139404297
8.0,7.7820654,0.21793460845947266
6.8,7.3010826,-0.5010826110839846
7.5,7.1235824,0.3764176368713379
6.75,6.6418595,0.10814046859741211
7.0,7.3471065,-0.3471064567565918
7.2,7.2549934,-0.05499343872070295
6.8,6.901477,-0.1014768600463869
7.25,6.8857846,0.3642153739929199
5.0,6.2190113,-1.2190113067626953
5.75,5.9676085,-0.21760845184326172
6.75,6.8374557,-0.08745574951171875
6.0,6.504032,-0.5040321350097656
8.5,7.5136495,0.9863505363464355
7.222222222222222,7.0028954,0.21932686699761295
7.0,6.9329205,0.06707954406738281
7.0,7.478111,-0.47811079025268555
